INFO: 2018-09-04 17:10:23,060 4321362816 Collector started ...
DEBUG: 2018-09-04 17:28:30,478 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,501 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,524 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,544 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,563 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,581 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,599 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,626 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,650 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,673 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,694 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,716 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,734 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,753 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,771 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,791 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,822 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,848 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,871 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,898 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,922 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,947 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,966 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:30,985 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,003 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,021 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,041 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,066 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,086 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,107 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,129 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,148 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,165 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,184 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,202 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,221 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,240 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,261 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,284 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,308 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,336 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,362 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,381 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,399 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,418 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,436 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,456 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,475 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,500 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,522 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,548 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,569 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,592 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,612 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,630 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,647 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,665 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,683 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,714 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,735 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,759 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,781 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,807 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,833 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,850 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,869 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,887 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,909 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,933 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,963 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:31,987 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,008 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,031 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,050 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,069 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,088 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,109 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,131 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,153 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,176 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,199 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,221 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,240 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,259 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,277 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,297 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,316 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,337 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,362 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,385 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,406 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,431 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,452 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,470 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,489 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,508 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,527 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,553 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,574 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,600 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,622 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,646 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,664 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,684 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,703 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,722 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,742 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,769 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,792 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,818 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,847 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,867 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,885 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,904 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,923 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,944 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,970 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:32,999 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,021 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,044 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,067 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,086 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,105 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,124 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,143 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,167 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,192 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,215 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,235 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,258 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,282 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,300 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,319 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,337 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,356 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,374 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,397 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,424 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,448 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,471 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,495 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,513 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,532 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,573 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,594 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,619 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,641 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,665 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,683 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,701 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,719 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,737 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,756 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,774 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,793 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,813 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,841 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,869 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,895 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,920 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,941 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,960 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,979 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:33,997 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,016 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,035 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,055 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,078 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,102 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,124 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,145 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,164 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,181 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,200 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,219 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,238 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,259 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,290 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,315 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,348 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,369 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,387 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,406 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,425 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,444 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,463 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,483 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,504 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,530 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:34,553 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:35,581 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:35,603 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:35,625 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:35,648 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:35,674 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:35,693 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:35,718 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:35,742 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:35,763 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:35,781 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:35,801 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
DEBUG: 2018-09-04 17:28:35,825 StoreTweets http://52.57.236.217:8086 "POST /write?db=tweestat_test HTTP/1.1" 204 0
